REF_AREA,MEASURE,TIME_PERIOD,OBS_VALUE
FRA,HFC,1997,3639.74
FRA,N2O,1997,55034.758
FRA,PFC,1997,2609.019
FRA,SF,1997,2555.345
FRA,CH4,1998,81540.206
FRA,CO2,1998,387499.883
FRA,HFC,1998,4008.475
FRA,N2O,1998,49015.132
FRA,PFC,1998,3051.809
FRA,SF,1998,2676.503
FRA,CH4,1999,81244.95999999999
FRA,CO2,1999,381991.156
FRA,HFC,1999,5137.828
FRA,N2O,1999,43654.956
FRA,PFC,1999,3795.285
FRA,SF,1999,2365.939
FRA,CH4,2000,81833.005
FRA,CO2,2000,391828.829
FRA,HFC,2000,6328.373
FRA,N2O,2000,42686.151
FRA,PFC,2000,2699.869
FRA,SF,2000,2249.721
FRA,CH4,2001,81908.143
FRA,CO2,2001,383914.045
FRA,HFC,2001,7541.683
FRA,N2O,2001,42305.067
FRA,PFC,2001,2388.891
FRA,SF,2001,1883.68
FRA,CH4,2002,80168.822
FRA,CO2,2002,372444.28
FRA,HFC,2002,8664.208
FRA,N2O,2002,40042.049
FRA,PFC,2002,3756.071
FRA,SF,2002,1648.751
FRA,CH4,2003,79035.134
FRA,CO2,2003,372402.738
FRA,HFC,2003,9892.474
FRA,N2O,2003,38264.168
FRA,PFC,2003,3460.402
FRA,SF,2003,1630.396
FRA,CH4,2004,77781.481
FRA,CO2,2004,373330.505
FRA,HFC,2004,11298.646
FRA,N2O,2004,36941.542
FRA,PFC,2004,2368.001
FRA,SF,2004,1662.571
FRA,CH4,2005,76697.878
FRA,CO2,2005,374632.095
FRA,HFC,2005,12310.141
FRA,N2O,2005,36564.929
FRA,PFC,2005,1572.71
FRA,SF,2005,1398.408
FRA,CH4,2006,75967.187
FRA,CO2,2006,365085.655
FRA,HFC,2006,13759.94
FRA,N2O,2006,35181.475
FRA,PFC,2006,1306.09
FRA,SF,2006,1292.582
FRA,CH4,2007,75807.296
FRA,CO2,2007,356924.77599999995
FRA,HFC,2007,14536.326
FRA,N2O,2007,34791.883
FRA,PFC,2007,1050.404
FRA,SF,2007,1186.213
FRA,CH4,2008,76291.122
FRA,CO2,2008,350838.331
FRA,HFC,2008,15624.387
FRA,N2O,2008,34655.422999999995
FRA,PFC,2008,686.394
FRA,SF,2008,1230.708
FRA,CH4,2009,74942.18999999999
FRA,CO2,2009,343594.261
FRA,HFC,2009,15692.137
FRA,N2O,2009,33137.727
FRA,PFC,2009,488.77
FRA,SF,2009,1045.676
FRA,CH4,2010,74937.65800000001
FRA,CO2,2010,346814.98600000003
FRA,HFC,2010,16410.872
FRA,N2O,2010,30499.213
FRA,PFC,2010,539.724
FRA,SF,2010,976.087
FRA,CH4,2011,72223.85299999999
FRA,CO2,2011,323196.09
FRA,HFC,2011,17102.413
FRA,N2O,2011,29913.074
FRA,PFC,2011,675.882
FRA,SF,2011,762.18
FRA,CH4,2012,71420.14600000001
FRA,CO2,2012,320554.311
FRA,HFC,2012,17313.361
FRA,N2O,2012,29886.504
FRA,PFC,2012,687.857
FRA,SF,2012,764.383
FRA,CH4,2013,69881.523
FRA,CO2,2013,324620.339
FRA,HFC,2013,17252.985
FRA,N2O,2013,29396.544
FRA,PFC,2013,581.638
FRA,SF,2013,699.786
FRA,CH4,2014,68672.21299999999
FRA,CO2,2014,298605.61
FRA,HFC,2014,17150.456
FRA,N2O,2014,30414.8
FRA,PFC,2014,534.531
FRA,SF,2014,600.305
FRA,CH4,2015,68048.355
FRA,CO2,2015,307332.96900000004
FRA,HFC,2015,16977.634
FRA,N2O,2015,30118.935
FRA,PFC,2015,465.408
FRA,SF,2015,631.724
FRA,CH4,2016,67984.947
FRA,CO2,2016,317569.208
FRA,HFC,2016,16661.974
FRA,N2O,2016,29376.133
FRA,PFC,2016,580.189
FRA,SF,2016,658.186
FRA,CH4,2017,67436.54199999999
FRA,CO2,2017,331562.663
FRA,HFC,2017,16050.523
FRA,N2O,2017,30503.368
FRA,PFC,2017,612.625
FRA,SF,2017,612.791
FRA,CH4,2018,66171.113
FRA,CO2,2018,316023.674
FRA,HFC,2018,14526.699
FRA,N2O,2018,29310.226
FRA,PFC,2018,585.737
FRA,SF,2018,585.45
FRA,CH4,2019,66321.198
FRA,CO2,2019,313127.236
FRA,HFC,2019,12659.332
FRA,N2O,2019,28434.673
FRA,PFC,2019,533.339
FRA,SF,2019,531.875
FRA,CH4,2020,64913.204
FRA,CO2,2020,271753.793
FRA,HFC,2020,11281.199
FRA,N2O,2020,27114.964
FRA,PFC,2020,471.589
FRA,SF,2020,517.774
FRA,CH4,2021,63387.063
FRA,CO2,2021,301799.749
FRA,HFC,2021,9984.619
FRA,N2O,2021,27160.409
FRA,PFC,2021,390.184
FRA,SF,2021,538.339
GBR,CH4,1990,150886.83500000002
GBR,CO2,1990,607337.263
GBR,HFC,1990,12068.457
GBR,N2O,1990,44435.166
GBR,PFC,1990,1483.661
GBR,SF,1990,1242.828
GBR,CH4,1991,151749.538
GBR,CO2,1991,614363.22
GBR,HFC,1991,12582.826
GBR,N2O,1991,44571.535
GBR,PFC,1991,1243.053
GBR,SF,1991,1303.24
GBR,CH4,1992,151557.655
GBR,CO2,1992,597922.11
GBR,HFC,1992,13102.556
GBR,N2O,1992,40130.512
GBR,PFC,1992,617.641
GBR,SF,1992,1369.467
GBR,CH4,1993,149948.14800000002
GBR,CO2,1993,583385.059
GBR,HFC,1993,13764.686
GBR,N2O,1993,36313.584
GBR,PFC,1993,538.701
GBR,SF,1993,1198.112
GBR,CH4,1994,142295.987
GBR,CO2,1994,577002.162
GBR,HFC,1994,14537.303
GBR,N2O,1994,36899.918000000005
GBR,PFC,1994,546.409
GBR,SF,1994,1244.13
GBR,CH4,1995,144166.63
GBR,CO2,1995,569166.3770000001
GBR,HFC,1995,15619.653
GBR,N2O,1995,35685.575000000004
GBR,PFC,1995,533.273
GBR,SF,1995,1290.867
GBR,CH4,1996,143304.59900000002
GBR,CO2,1996,588829.419
GBR,HFC,1996,16429.438
GBR,N2O,1996,35750.503
GBR,PFC,1996,531.937
GBR,SF,1996,1338.288
GBR,CH4,1997,140547.163
GBR,CO2,1997,564783.441
GBR,HFC,1997,18356.108
GBR,N2O,1997,36027.228
GBR,PFC,1997,446.941
GBR,SF,1997,1311.665
GBR,CH4,1998,136692.46
GBR,CO2,1998,569367.149
GBR,HFC,1998,15373.823
GBR,N2O,1998,36025.591
GBR,PFC,1998,435.312
GBR,SF,1998,1360.582
GBR,CH4,1999,130375.223
GBR,CO2,1999,562016.903
GBR,HFC,1999,8525.734
GBR,N2O,1999,27507.693000000003
GBR,PFC,1999,412.344
GBR,SF,1999,1533.528
GBR,CH4,2000,124328.419
GBR,CO2,2000,569664.5179999999
GBR,HFC,2000,6964.333
GBR,N2O,2000,26907.888000000003
GBR,PFC,2000,518.656
GBR,SF,2000,1861.925
GBR,CH4,2001,119398.451
GBR,CO2,2001,578183.045
GBR,HFC,2001,7638.823
GBR,N2O,2001,25614.647
GBR,PFC,2001,432.175
GBR,SF,2001,1475.75
GBR,CH4,2002,116734.118
GBR,CO2,2002,559951.806
GBR,HFC,2002,8021.33
GBR,N2O,2002,24142.436
GBR,PFC,2002,365.482
GBR,SF,2002,1512.673
GBR,CH4,2003,111250.516
GBR,CO2,2003,570567.383
GBR,HFC,2003,8797.697
GBR,N2O,2003,23751.515
GBR,PFC,2003,321.296
GBR,SF,2003,1329.908
GBR,CH4,2004,106182.995
GBR,CO2,2004,571948.5009999999
GBR,HFC,2004,7917.719
GBR,N2O,2004,24210.9
GBR,PFC,2004,407.082
GBR,SF,2004,1116.343
GBR,CH4,2005,101272.806
GBR,CO2,2005,568441.083
GBR,HFC,2005,8677.175
GBR,N2O,2005,23266.715
GBR,PFC,2005,366.138
GBR,SF,2005,1052.815
GBR,CH4,2006,96544.86
GBR,CO2,2006,565670.04
GBR,HFC,2006,9521.973
GBR,N2O,2006,22296.869
GBR,PFC,2006,362.04
GBR,SF,2006,873.19
GBR,CH4,2007,92268.41
GBR,CO2,2007,557124.553
GBR,HFC,2007,9964.983
GBR,N2O,2007,22308.928
GBR,PFC,2007,264.934
GBR,SF,2007,830.441
GBR,CH4,2008,85792.137
GBR,CO2,2008,541772.184
GBR,HFC,2008,10396.918
GBR,N2O,2008,21757.081
GBR,PFC,2008,238.156
GBR,SF,2008,670.2
GBR,CH4,2009,80933.49600000001
GBR,CO2,2009,490774.658
GBR,HFC,2009,10920.908
GBR,N2O,2009,20338.812
GBR,PFC,2009,174.223
GBR,SF,2009,574.278
GBR,CH4,2010,75728.818
GBR,CO2,2010,508588.673
GBR,HFC,2010,11503.328
GBR,N2O,2010,20725.154
GBR,PFC,2010,257.101
GBR,SF,2010,678.535
GBR,CH4,2011,72765.55200000001
GBR,CO2,2011,465540.546
GBR,HFC,2011,12134.883
GBR,N2O,2011,20010.287
GBR,PFC,2011,376.373
GBR,SF,2011,565.791
GBR,CH4,2012,70965.893
GBR,CO2,2012,483427.423
GBR,HFC,2012,12755.157
GBR,N2O,2012,19751.87
GBR,PFC,2012,221.659
GBR,SF,2012,539.715
GBR,CH4,2013,66270.092
GBR,CO2,2013,473376.857
GBR,HFC,2013,13176.894
GBR,N2O,2013,19746.04
GBR,PFC,2013,274.176
GBR,SF,2013,474.545
GBR,CH4,2014,64042.73
GBR,CO2,2014,434008.927
GBR,HFC,2014,13343.16
GBR,N2O,2014,20262.578
GBR,PFC,2014,219.211
GBR,SF,2014,438.24
GBR,CH4,2015,62967.808
GBR,CO2,2015,417899.522
GBR,HFC,2015,13349.291
GBR,N2O,2015,20077.625
GBR,PFC,2015,257.223
GBR,SF,2015,417.904
GBR,CH4,2016,60934.75199999999
GBR,CO2,2016,394833.831
GBR,HFC,2016,13359.726
GBR,N2O,2016,19614.09
GBR,PFC,2016,267.232
GBR,SF,2016,448.322
GBR,CH4,2017,61317.644
GBR,CO2,2017,382359.882
GBR,HFC,2017,13267.86
GBR,N2O,2017,19976.852
GBR,PFC,2017,386.918
GBR,SF,2017,453.776
GBR,CH4,2018,60861.931
GBR,CO2,2018,375082.019
GBR,HFC,2018,12950.55
GBR,N2O,2018,19792.263
GBR,PFC,2018,134.944
GBR,SF,2018,554.989
GBR,CH4,2019,60421.024000000005
GBR,CO2,2019,361714.435
GBR,HFC,2019,12333.146
GBR,N2O,2019,19903.057
GBR,PFC,2019,200.858
GBR,SF,2019,490.16
GBR,CH4,2020,57959.196
GBR,CO2,2020,321430.234
GBR,HFC,2020,11525.464
GBR,N2O,2020,18737.407
GBR,PFC,2020,151.135
GBR,SF,2020,420.267
GBR,CH4,2021,57432.709
GBR,CO2,2021,342591.09500000003
GBR,HFC,2021,10819.71
GBR,N2O,2021,19195.197
GBR,PFC,2021,192.878
GBR,SF,2021,421.818
GRC,CH4,1990,12596.958
GRC,CO2,1990,81114.50499999999
GRC,HFC,1990,991.008
GRC,N2O,1990,6861.511
GRC,PFC,1990,171.095
GRC,SF,1990,3.019
GRC,CH4,1991,12548.682
GRC,CO2,1991,80995.52
GRC,HFC,1991,1173.04
GRC,N2O,1991,6741.25
GRC,PFC,1991,171.932
GRC,SF,1991,3.112
GRC,CH4,1992,12691.41
GRC,CO2,1992,82292.947
GRC,HFC,1992,962.736
GRC,N2O,1992,6598.129
GRC,PFC,1992,168.83
GRC,SF,1992,3.207
GRC,CH4,1993,12731.144
GRC,CO2,1993,81129.915
GRC,HFC,1993,1702.862
GRC,N2O,1993,6105.523
GRC,PFC,1993,101.561
GRC,SF,1993,3.297
GRC,CH4,1994,12799.997
GRC,CO2,1994,83548.769
GRC,HFC,1994,2272.322
GRC,N2O,1994,5983.609
GRC,PFC,1994,63.227
GRC,SF,1994,3.39
GRC,CH4,1995,12961.731
GRC,CO2,1995,83866.002
GRC,HFC,1995,3487.678
GRC,N2O,1995,6164.785
GRC,PFC,1995,56.521
GRC,SF,1995,3.525
GRC,CH4,1996,13122.416
GRC,CO2,1996,86653.88
GRC,HFC,1996,4046.991
GRC,N2O,1996,6316.071
GRC,PFC,1996,48.317
GRC,SF,1996,3.619
GRC,CH4,1997,13106.246
GRC,CO2,1997,91562.605
GRC,HFC,1997,4344.355
GRC,N2O,1997,6176.59
GRC,PFC,1997,113.003
GRC,SF,1997,3.666
GRC,CH4,1998,13456.265
GRC,CO2,1998,96199.581
GRC,HFC,1998,4856.973
GRC,N2O,1998,6109.811000000001
GRC,PFC,1998,139.864
GRC,SF,1998,3.713
GRC,CH4,1999,13251.344
GRC,CO2,1999,95213.425
GRC,HFC,1999,5667.03
GRC,N2O,1999,6055.726000000001
GRC,PFC,1999,94.776
GRC,SF,1999,3.807
GRC,CH4,2000,13477.457
GRC,CO2,2000,100196.751
GRC,HFC,2000,4460.648
GRC,N2O,2000,5890.768
GRC,PFC,2000,110.086
GRC,SF,2000,3.925
GRC,CH4,2001,12501.101
GRC,CO2,2001,102692.491
GRC,HFC,2001,4079.504
GRC,N2O,2001,5751.756
GRC,PFC,2001,75.805
GRC,SF,2001,3.995
GRC,CH4,2002,12569.494
GRC,CO2,2002,102024.113
GRC,HFC,2002,4375.212
GRC,N2O,2002,5705.027
GRC,PFC,2002,79.639
GRC,SF,2002,4.183
GRC,CH4,2003,12686.866
GRC,CO2,2003,106337.749
GRC,HFC,2003,4112.543
GRC,N2O,2003,5635.491
GRC,PFC,2003,80.613
GRC,SF,2003,4.183
GRC,CH4,2004,12722.628
GRC,CO2,2004,106763.506
GRC,HFC,2004,4309.682
GRC,N2O,2004,5641.74
GRC,PFC,2004,79.372
GRC,SF,2004,4.395
GRC,CH4,2005,12810.915
GRC,CO2,2005,110335.543
GRC,HFC,2005,4503.288
GRC,N2O,2005,5480.849999999999
GRC,PFC,2005,82.702
GRC,SF,2005,6.345
GRC,CH4,2006,12907.265
GRC,CO2,2006,108791.057
GRC,HFC,2006,2568.971
GRC,N2O,2006,5325.927
GRC,PFC,2006,78.868
GRC,SF,2006,8.225
GRC,CH4,2007,13109.038
GRC,CO2,2007,111872.152
GRC,HFC,2007,3058.38
GRC,N2O,2007,5436.505
GRC,PFC,2007,93.29
GRC,SF,2007,9.753
GRC,CH4,2008,12655.819
GRC,CO2,2008,107693.761
GRC,HFC,2008,3494.703
GRC,N2O,2008,5202.672
GRC,PFC,2008,107.644
GRC,SF,2008,7.403
GRC,CH4,2009,12238.613
GRC,CO2,2009,100825.009
GRC,HFC,2009,3805.725
GRC,N2O,2009,4879.406
GRC,PFC,2009,82.832
GRC,SF,2009,5.17
GRC,CH4,2010,12449.984
GRC,CO2,2010,93927.96
GRC,HFC,2010,4215.53
GRC,N2O,2010,5050.842
GRC,PFC,2010,117.352
GRC,SF,2010,6.04
GRC,CH4,2011,12286.715
GRC,CO2,2011,90971.468
GRC,HFC,2011,4480.253
GRC,N2O,2011,4836.564
GRC,PFC,2011,100.077
GRC,SF,2011,5.288
GRC,CH4,2012,12135.307
GRC,CO2,2012,87784.48300000001
GRC,HFC,2012,4864.483
GRC,N2O,2012,4458.699
GRC,PFC,2012,133.83
GRC,SF,2012,5.204
GRC,CH4,2013,11830.37
GRC,CO2,2013,79658.394
GRC,HFC,2013,5403.538
GRC,N2O,2013,4186.375
GRC,PFC,2013,156.129
GRC,SF,2013,5.309
GRC,CH4,2014,11608.117
GRC,CO2,2014,78004.645
GRC,HFC,2014,5505.316
GRC,N2O,2014,3985.064
GRC,PFC,2014,121.654
GRC,SF,2014,5.073
GRC,CH4,2015,11390.661
GRC,CO2,2015,70648.75099999999
GRC,HFC,2015,5641.706
GRC,N2O,2015,3917.929
GRC,PFC,2015,108.05
GRC,SF,2015,5.216
GRC,CH4,2016,11024.139
GRC,CO2,2016,67238.553
GRC,HFC,2016,5844.572
GRC,N2O,2016,3967.951
GRC,PFC,2016,122.047
GRC,SF,2016,5.362
GRC,CH4,2017,11344.813
GRC,CO2,2017,70698.359
GRC,HFC,2017,5806.448
GRC,N2O,2017,4031.629
GRC,PFC,2017,113.583
GRC,SF,2017,5.165
GRC,CH4,2018,11484.807
GRC,CO2,2018,66799.804
GRC,HFC,2018,5559.419
GRC,N2O,2018,3940.82
GRC,PFC,2018,122.068
GRC,SF,2018,5.094
GRC,CH4,2019,11297.531
GRC,CO2,2019,60253.505
GRC,HFC,2019,5137.08
GRC,N2O,2019,3936.014
GRC,PFC,2019,123.63
GRC,SF,2019,5.072
GRC,CH4,2020,10980.013
GRC,CO2,2020,50168.785
GRC,HFC,2020,4816.272
GRC,N2O,2020,3944.892
GRC,PFC,2020,133.538
GRC,SF,2020,5.09
GRC,CH4,2021,11477.103
GRC,CO2,2021,51902.678
GRC,HFC,2021,4675.446
GRC,N2O,2021,3841.17
GRC,PFC,2021,111.176
GRC,SF,2021,5.027
HRV,CH4,1990,4822.761
HRV,CO2,1990,16617.857
HRV,N2O,1990,2573.025
HRV,PFC,1990,1117.284
HRV,SF,1990,11.055
HRV,CH4,1991,4665.0960000000005
HRV,CO2,1991,9455.033
HRV,N2O,1991,2437.569
HRV,PFC,1991,766.41
HRV,SF,1991,10.934
HRV,CH4,1992,4163.799
HRV,CO2,1992,8719.98
HRV,N2O,1992,2455.508
HRV,SF,1992,11.021
HRV,CH4,1993,4100.712
HRV,CO2,1993,8959.034
HRV,N2O,1993,2111.012
HRV,SF,1993,11.138
HRV,CH4,1994,3874.186
HRV,CO2,1994,7973.496
HRV,N2O,1994,2137.674
HRV,SF,1994,11.955
HRV,CH4,1995,3823.269
HRV,CO2,1995,8260.246000000001
HRV,HFC,1995,21.664
HRV,N2O,1995,2064.104
HRV,SF,1995,12.447
HRV,CH4,1996,3795.138
HRV,CO2,1996,9128.124
HRV,HFC,1996,24.781
HRV,N2O,1996,2069.04
HRV,SF,1996,12.895
HRV,CH4,1997,3769.752
HRV,CO2,1997,10948.418999999998
HRV,HFC,1997,28.997
HRV,N2O,1997,2241.614
HRV,SF,1997,12.523
HRV,CH4,1998,3776.959
HRV,CO2,1998,11548.814000000002
HRV,HFC,1998,34.809
HRV,N2O,1998,1945.374
HRV,SF,1998,13.403
HRV,CH4,1999,3793.747
HRV,CO2,1999,11834.721999999998
HRV,HFC,1999,42.05
HRV,N2O,1999,2128.271
HRV,SF,1999,13.348
HRV,CH4,2000,3843.464
HRV,CO2,2000,12762.593999999996
HRV,HFC,2000,50.761
HRV,N2O,2000,2288.685
HRV,SF,2000,12.717
HRV,CH4,2001,3842.348
HRV,CO2,2001,12769.526999999998
HRV,HFC,2001,62.001
HRV,N2O,2001,2212.8340000000003
HRV,SF,2001,12.806
HRV,CH4,2002,3841.11
HRV,CO2,2002,13610.186
HRV,HFC,2002,82.582
HRV,N2O,2002,2137.1890000000003
HRV,SF,2002,13.147
HRV,CH4,2003,4070.803
HRV,CO2,2003,15696.466
HRV,HFC,2003,108.848
HRV,N2O,2003,2080.444
HRV,SF,2003,13.496
HRV,CH4,2004,4144.701
HRV,CO2,2004,15097.546
HRV,HFC,2004,130.152
HRV,N2O,2004,2271.764
HRV,SF,2004,13.954
HRV,CH4,2005,4158.787
HRV,CO2,2005,15307.273
HRV,HFC,2005,189.063
HRV,N2O,2005,2237.941
HRV,SF,2005,14.701
HRV,CH4,2006,4295.281
HRV,CO2,2006,15685.827
HRV,HFC,2006,244.721
HRV,N2O,2006,2257.847
HRV,SF,2006,14.569
HRV,CH4,2007,4327.348
HRV,CO2,2007,18096.160000000003
HRV,HFC,2007,321.417
HRV,N2O,2007,2325.157
HRV,SF,2007,14.587
HRV,CH4,2008,4276.074
HRV,CO2,2008,16658.397
HRV,HFC,2008,392.176
HRV,N2O,2008,2587.8250000000003
HRV,SF,2008,13.39
HRV,CH4,2009,4356.033
HRV,CO2,2009,14767.753
HRV,HFC,2009,473.665
HRV,N2O,2009,2029.059
HRV,SF,2009,9.628
HRV,CH4,2010,4421.982
HRV,CO2,2010,14032.467
HRV,HFC,2010,567.73
HRV,N2O,2010,2251.121
HRV,SF,2010,10.133
HRV,CH4,2011,4393.832
HRV,CO2,2011,14895.058
HRV,HFC,2011,629.733
HRV,N2O,2011,2321.332
HRV,SF,2011,10.574
HRV,CH4,2012,4360.531999999999
HRV,CO2,2012,13720.337
HRV,HFC,2012,703.058
HRV,N2O,2012,2137.004
HRV,SF,2012,11.299
HRV,CH4,2013,4205.271
HRV,CO2,2013,12167.325
HRV,HFC,2013,768.7
HRV,N2O,2013,1593.661
HRV,SF,2013,7.399
HRV,CH4,2014,4167.590999999999
HRV,CO2,2014,11560.035
HRV,HFC,2014,854.196
HRV,N2O,2014,1561.371
HRV,SF,2014,7.91
HRV,CH4,2015,4281.5160000000005
HRV,CO2,2015,11985.976000000002
HRV,HFC,2015,948.118
HRV,N2O,2015,1691.292
HRV,SF,2015,5.747
HRV,CH4,2016,4294.299
HRV,CO2,2016,12268.685
HRV,HFC,2016,1083.592
HRV,N2O,2016,1472.0739999999998
HRV,SF,2016,6.801
HRV,CH4,2017,4350.38
HRV,CO2,2017,13610.631999999998
HRV,HFC,2017,1229.019
HRV,N2O,2017,1616.31
HRV,SF,2017,7.233
HRV,CH4,2018,4105.071
HRV,CO2,2018,12101.104
HRV,HFC,2018,1356.035
HRV,N2O,2018,1528.489
HRV,SF,2018,6.463
HRV,CH4,2019,4052.607
HRV,CO2,2019,11999.831
HRV,HFC,2019,1470.231
HRV,N2O,2019,1532.786
HRV,SF,2019,8.093
HRV,CH4,2020,4038.364
HRV,CO2,2020,11029.970999999998
HRV,HFC,2020,1574.632
HRV,N2O,2020,1587.709
HRV,SF,2020,9.353
HRV,CH4,2021,3893.685
HRV,CO2,2021,11486.866
HRV,HFC,2021,1699.284
HRV,N2O,2021,1554.589
HRV,SF,2021,9.629
HUN,CH4,1990,13824.285000000002
HUN,CO2,1990,69959.845
HUN,HFC,1990,0.002
HUN,N2O,1990,7489.054
HUN,PFC,1990,337.533
HUN,SF,1990,12.767
HUN,CH4,1991,13608.639
HUN,CO2,1991,67134.798
HUN,HFC,1991,13.76
HUN,N2O,1991,5096.559
HUN,PFC,1991,290.704
HUN,SF,1991,13.884
HUN,CH4,1992,12362.51
HUN,CO2,1992,59211.847
HUN,HFC,1992,23.196
HUN,N2O,1992,3986.031
HUN,PFC,1992,161.706
HUN,SF,1992,19.676
HUN,CH4,1993,11978.741
HUN,CO2,1993,57732.142
HUN,HFC,1993,23.889
HUN,N2O,1993,4158.381
HUN,PFC,1993,174.772
HUN,SF,1993,30.96
HUN,CH4,1994,11655.996
HUN,CO2,1994,55411.944
HUN,HFC,1994,27.941
HUN,N2O,1994,5012.557
HUN,PFC,1994,190.582
HUN,SF,1994,39.306
HUN,CH4,1995,11557.906
HUN,CO2,1995,55181.313
HUN,HFC,1995,32.774
HUN,N2O,1995,4262.482
HUN,PFC,1995,200.042
HUN,SF,1995,52.615
HUN,CH4,1996,11631.225
HUN,CO2,1996,60412.612
HUN,HFC,1996,38.31
HUN,N2O,1996,4779.409
HUN,PFC,1996,191.137
HUN,SF,1996,64.87
HUN,CH4,1997,11546.815
HUN,CO2,1997,58500.297
HUN,HFC,1997,60.785
HUN,N2O,1997,4779.224999999999
HUN,PFC,1997,190.592
HUN,SF,1997,80.332
HUN,CH4,1998,11419.377
HUN,CO2,1998,57030.498
HUN,HFC,1998,85.721
HUN,N2O,1998,4703.857
HUN,PFC,1998,234.289
HUN,SF,1998,93.436
HUN,CH4,1999,11445.362
HUN,CO2,1999,59753.283
HUN,HFC,1999,175.062
HUN,N2O,1999,4541.59
HUN,PFC,1999,254.411
HUN,SF,1999,74.369
HUN,CH4,2000,11549.412
HUN,CO2,2000,57333.956
HUN,HFC,2000,202.976
HUN,N2O,2000,4854.597
HUN,PFC,2000,253.894
HUN,SF,2000,84.097
HUN,CH4,2001,11320.406
HUN,CO2,2001,57280.298
HUN,HFC,2001,243.451
HUN,N2O,2001,5250.763
HUN,PFC,2001,239.424
HUN,SF,2001,82.818
HUN,CH4,2002,11174.235
HUN,CO2,2002,56959.218
HUN,HFC,2002,330.918
HUN,N2O,2002,4640.402999999999
HUN,PFC,2002,243.81
HUN,SF,2002,66.299
HUN,CH4,2003,11239.129
HUN,CO2,2003,57365.761000000006
HUN,HFC,2003,453.357
HUN,N2O,2003,4569.397
HUN,PFC,2003,228.155
HUN,SF,2003,77.448
HUN,CH4,2004,10796.033
HUN,CO2,2004,56733.486
HUN,HFC,2004,588.259
HUN,N2O,2004,5270.295999999999
HUN,PFC,2004,242.274
HUN,SF,2004,94.495
HUN,CH4,2005,10496.711
HUN,CO2,2005,54332.465
HUN,HFC,2005,747.583
HUN,N2O,2005,5035.610000000001
HUN,PFC,2005,252.147
HUN,SF,2005,92.33
HUN,CH4,2006,10220.325
HUN,CO2,2006,55609.207
HUN,HFC,2006,889.63
HUN,N2O,2006,4787.042
HUN,PFC,2006,3.288
HUN,SF,2006,104.123
HUN,CH4,2007,10035.348
HUN,CO2,2007,54179.848
HUN,HFC,2007,994.385
HUN,N2O,2007,4304.5470000000005
HUN,PFC,2007,4.175
HUN,SF,2007,103.658
HUN,CH4,2008,9793.216
HUN,CO2,2008,51212.399
HUN,HFC,2008,1118.11
HUN,N2O,2008,3672.945
HUN,PFC,2008,4.72
HUN,SF,2008,86.742
HUN,CH4,2009,9765.896
HUN,CO2,2009,46864.906
HUN,HFC,2009,1177.691
HUN,N2O,2009,3415.688
HUN,PFC,2009,4.752
HUN,SF,2009,79.819
HUN,CH4,2010,9790.684
HUN,CO2,2010,47215.229
HUN,HFC,2010,1258.456
HUN,N2O,2010,3338.956
HUN,PFC,2010,4.124
HUN,SF,2010,94.361
HUN,CH4,2011,9688.101
HUN,CO2,2011,46006.764
HUN,HFC,2011,1390.466
HUN,N2O,2011,3519.523
HUN,PFC,2011,4.395
HUN,SF,2011,79.973
HUN,CH4,2012,9823.142
HUN,CO2,2012,41961.477
HUN,HFC,2012,1452.741
HUN,N2O,2012,3471.352
HUN,PFC,2012,4.5
HUN,SF,2012,79.418
HUN,CH4,2013,9646.896
HUN,CO2,2013,39551.942
HUN,HFC,2013,1526.068
HUN,N2O,2013,3757.848
HUN,PFC,2013,4.746
HUN,SF,2013,100.854
HUN,CH4,2014,9442.058
HUN,CO2,2014,38633.378
HUN,HFC,2014,1756.2
HUN,N2O,2014,3968.025
HUN,PFC,2014,4.31
HUN,SF,2014,86.722
HUN,CH4,2015,9473.43
HUN,CO2,2015,40970.198
HUN,HFC,2015,1884.832
HUN,N2O,2015,4058.86
HUN,PFC,2015,4.102
HUN,SF,2015,121.975
HUN,CH4,2016,9357.765
HUN,CO2,2016,42577.134
HUN,HFC,2016,1774.939
HUN,N2O,2016,4288.414
HUN,PFC,2016,4.079
HUN,SF,2016,132.394
HUN,CH4,2017,9390.562
HUN,CO2,2017,44157.055
HUN,HFC,2017,1745.064
HUN,N2O,2017,4296.460999999999
HUN,PFC,2017,1.158
HUN,SF,2017,117.337
HUN,CH4,2018,9309.15
HUN,CO2,2018,44681.966
HUN,HFC,2018,1782.051
HUN,N2O,2018,4348.049
HUN,PFC,2018,1.299
HUN,SF,2018,99.528
HUN,CH4,2019,9237.74
HUN,CO2,2019,43870.308000000005
HUN,HFC,2019,1823.01
HUN,N2O,2019,4347.071000000001
HUN,PFC,2019,1.363
HUN,SF,2019,104.243
HUN,CH4,2020,9219.17
HUN,CO2,2020,40183.579
HUN,HFC,2020,1848.685
HUN,N2O,2020,4491.759
HUN,PFC,2020,1.643
HUN,SF,2020,110.935
HUN,CH4,2021,9219.665
HUN,CO2,2021,41323.193
HUN,HFC,2021,1862.46
HUN,N2O,2021,4516.338
HUN,PFC,2021,1.763
HUN,SF,2021,97.039
IDN,CO2,1990,887393.908
IDN,CO2,1991,887393.908
IDN,CO2,1992,887393.908
IDN,CO2,1993,887371.535
IDN,CO2,1994,887335.387
IDN,CO2,1995,890381.396
IDN,CO2,1996,704999.151
