REF_AREA,MEASURE,TIME_PERIOD,OBS_VALUE
ISL,CO2,2008,9677.458
ISL,HFC,2008,68.573
ISL,N2O,2008,286.762
ISL,PFC,2008,369.944
ISL,SF,2008,3.099
ISL,CH4,2009,4534.843
ISL,CO2,2009,9587.923
ISL,HFC,2009,81.822
ISL,N2O,2009,264.797
ISL,PFC,2009,161.915
ISL,SF,2009,3.13
ISL,CH4,2010,4528.766
ISL,CO2,2010,9449.555
ISL,HFC,2010,109.919
ISL,N2O,2010,255.171
ISL,PFC,2010,154.369
ISL,SF,2010,4.807
ISL,CH4,2011,4503.301
ISL,CO2,2011,9301.961
ISL,HFC,2011,134.722
ISL,N2O,2011,251.522
ISL,PFC,2011,67.015
ISL,SF,2011,3.139
ISL,CH4,2012,4468.514
ISL,CO2,2012,9294.331
ISL,HFC,2012,140.161
ISL,N2O,2012,256.953
ISL,PFC,2012,84.532
ISL,SF,2012,5.51
ISL,CH4,2013,4468.009
ISL,CO2,2013,9271.573
ISL,HFC,2013,170.54
ISL,N2O,2013,251.444
ISL,PFC,2013,79.284
ISL,SF,2013,3.325
ISL,CH4,2014,4474.223
ISL,CO2,2014,9209.723
ISL,HFC,2014,168.563
ISL,N2O,2014,272.56500000000005
ISL,PFC,2014,89.055
ISL,SF,2014,2.458
ISL,CH4,2015,4478.067
ISL,CO2,2015,9285.095
ISL,HFC,2015,161.371
ISL,N2O,2015,259.14
ISL,PFC,2015,93.25
ISL,SF,2015,1.634
ISL,CH4,2016,4462.009
ISL,CO2,2016,9210.049
ISL,HFC,2016,179.212
ISL,N2O,2016,256.77
ISL,PFC,2016,82.564
ISL,SF,2016,1.386
ISL,CH4,2017,4445.765
ISL,CO2,2017,9288.612
ISL,HFC,2017,170.451
ISL,N2O,2017,267.215
ISL,PFC,2017,61.117
ISL,SF,2017,2.811
ISL,CH4,2018,4441.887
ISL,CO2,2018,9321.009
ISL,HFC,2018,188.533
ISL,N2O,2018,255.969
ISL,PFC,2018,68.698
ISL,SF,2018,4.025
ISL,CH4,2019,4386.339
ISL,CO2,2019,9214.285
ISL,HFC,2019,199.641
ISL,N2O,2019,244.401
ISL,PFC,2019,87.222
ISL,SF,2019,2.344
ISL,CH4,2020,4405.638
ISL,CO2,2020,9005.715
ISL,HFC,2020,195.612
ISL,N2O,2020,245.665
ISL,PFC,2020,85.96
ISL,SF,2020,3.252
ISL,CH4,2021,4408.888
ISL,CO2,2021,9152.176
ISL,HFC,2021,157.248
ISL,N2O,2021,249.834
ISL,PFC,2021,88.949
ISL,SF,2021,2.975
ISR,CH4,1996,3522.91
ISR,CO2,1996,51862.0
ISR,N2O,1996,1898.44
ISR,CH4,2000,3888.33
ISR,CO2,2000,60855.153
ISR,N2O,2000,2206.71
ISR,CH4,2003,4912.487
ISR,CO2,2003,62248.265
ISR,HFC,2003,0.0
ISR,N2O,2003,1865.5
ISR,PFC,2003,0.0
ISR,SF,2003,0.0
ISR,CH4,2004,5190.976
ISR,CO2,2004,62189.295
ISR,HFC,2004,0.0
ISR,N2O,2004,1938.339
ISR,PFC,2004,0.0
ISR,SF,2004,0.0
ISR,CH4,2005,5513.296
ISR,CO2,2005,62358.576
ISR,HFC,2005,0.0
ISR,N2O,2005,1934.982
ISR,PFC,2005,0.0
ISR,SF,2005,0.0
ISR,CH4,2006,5810.992
ISR,CO2,2006,63364.612
ISR,HFC,2006,0.0
ISR,N2O,2006,1988.346
ISR,PFC,2006,0.0
ISR,SF,2006,0.0
ISR,CH4,2007,6024.291
ISR,CO2,2007,66200.47799999999
ISR,HFC,2007,0.0
ISR,N2O,2007,2128.926
ISR,PFC,2007,0.0
ISR,SF,2007,0.0
ISR,CH4,2008,6258.848
ISR,CO2,2008,65722.192
ISR,HFC,2008,660.245
ISR,N2O,2008,1997.726
ISR,PFC,2008,50.918
ISR,SF,2008,1106.669
ISR,CH4,2009,6384.262
ISR,CO2,2009,62877.469000000005
ISR,HFC,2009,719.545
ISR,N2O,2009,1912.873
ISR,PFC,2009,30.555
ISR,SF,2009,165.666
ISR,CH4,2010,6730.946
ISR,CO2,2010,64698.95
ISR,HFC,2010,1325.15
ISR,N2O,2010,1879.494
ISR,PFC,2010,108.789
ISR,SF,2010,86.626
ISR,CH4,2011,6768.63
ISR,CO2,2011,66750.50200000001
ISR,HFC,2011,1857.138
ISR,N2O,2011,1702.053
ISR,PFC,2011,104.062
ISR,SF,2011,125.768
ISR,CH4,2012,6977.841
ISR,CO2,2012,72106.802
ISR,HFC,2012,2039.457
ISR,N2O,2012,1750.477
ISR,PFC,2012,94.872
ISR,SF,2012,80.589
ISR,CH4,2013,7004.868
ISR,CO2,2013,66019.696
ISR,HFC,2013,2567.649
ISR,N2O,2013,1720.815
ISR,PFC,2013,124.608
ISR,SF,2013,89.245
ISR,CH4,2014,7135.284
ISR,CO2,2014,64142.942
ISR,HFC,2014,2110.315
ISR,N2O,2014,1780.523
ISR,PFC,2014,103.313
ISR,SF,2014,100.066
ISR,CH4,2015,7155.654
ISR,CO2,2015,65977.586
ISR,HFC,2015,3460.23
ISR,N2O,2015,1802.387
ISR,PFC,2015,113.073
ISR,SF,2015,84.07
ISR,CH4,2016,7307.552
ISR,CO2,2016,64970.534
ISR,HFC,2016,4126.688
ISR,N2O,2016,1784.333
ISR,PFC,2016,125.046
ISR,SF,2016,98.75
ISR,CH4,2017,7339.566
ISR,CO2,2017,64723.251
ISR,HFC,2017,3613.81
ISR,N2O,2017,1730.367
ISR,PFC,2017,156.0
ISR,SF,2017,92.524
ISR,CH4,2018,7403.948
ISR,CO2,2018,64292.912
ISR,HFC,2018,4303.086
ISR,N2O,2018,1764.112
ISR,PFC,2018,174.138
ISR,SF,2018,93.04
ISR,CH4,2019,7345.68
ISR,CO2,2019,65511.98000000001
ISR,HFC,2019,3967.185
ISR,N2O,2019,1760.498
ISR,PFC,2019,185.312
ISR,SF,2019,117.404
ISR,CH4,2020,7387.061
ISR,CO2,2020,62414.06800000001
ISR,HFC,2020,5540.348
ISR,N2O,2020,1760.663
ISR,PFC,2020,176.419
ISR,SF,2020,136.123
ITA,CH4,1990,56415.632
ITA,CO2,1990,433213.975
ITA,HFC,1990,372.0
ITA,N2O,1990,24954.13
ITA,PFC,1990,2614.986
ITA,SF,1990,420.888
ITA,CH4,1991,56635.658
ITA,CO2,1991,417975.875
ITA,HFC,1991,376.47
ITA,N2O,1991,26071.159
ITA,PFC,1991,2257.619
ITA,SF,1991,444.022
ITA,CH4,1992,56478.704000000005
ITA,CO2,1992,420264.723
ITA,HFC,1992,426.446
ITA,N2O,1992,25788.796
ITA,PFC,1992,1635.012
ITA,SF,1992,445.915
ITA,CH4,1993,57547.449
ITA,CO2,1993,424683.237
ITA,HFC,1993,479.022
ITA,N2O,1993,26389.207
ITA,PFC,1993,1502.755
ITA,SF,1993,457.927
ITA,CH4,1994,57388.14
ITA,CO2,1994,406524.937
ITA,HFC,1994,588.898
ITA,N2O,1994,25945.645
ITA,PFC,1994,1278.229
ITA,SF,1994,502.489
ITA,CH4,1995,57372.649
ITA,CO2,1995,424390.745
ITA,HFC,1995,860.821
ITA,N2O,1995,26957.949
ITA,PFC,1995,1350.88
ITA,SF,1995,700.131
ITA,CH4,1996,58031.209
ITA,CO2,1996,417235.833
ITA,HFC,1996,743.889
ITA,N2O,1996,26949.951
ITA,PFC,1996,1119.275
ITA,SF,1996,784.51
ITA,CH4,1997,59048.542
ITA,CO2,1997,430901.1
ITA,HFC,1997,1193.866
ITA,N2O,1997,27849.255
ITA,PFC,1997,1163.244
ITA,SF,1997,837.528
ITA,CH4,1998,58819.007
ITA,CO2,1998,445294.022
ITA,HFC,1998,1779.274
ITA,N2O,1998,28141.473
ITA,PFC,1998,1209.129
ITA,SF,1998,707.452
ITA,CH4,1999,58293.607
ITA,CO2,1999,440993.51
ITA,HFC,1999,2272.202
ITA,N2O,1999,28553.977
ITA,PFC,1999,1210.119
ITA,SF,1999,476.387
ITA,CH4,2000,58506.268
ITA,CO2,2000,447552.336
ITA,HFC,2000,2802.552
ITA,N2O,2000,27540.909
ITA,PFC,2000,1363.284
ITA,SF,2000,620.966
ITA,CH4,2001,58689.894
ITA,CO2,2001,437668.905
ITA,HFC,2001,3706.217
ITA,N2O,2001,27689.415
ITA,PFC,2001,1370.907
ITA,SF,2001,877.379
ITA,CH4,2002,56568.29
ITA,CO2,2002,441060.084
ITA,HFC,2002,4754.017
ITA,N2O,2002,27074.895
ITA,PFC,2002,1361.504
ITA,SF,2002,761.826
ITA,CH4,2003,57210.098
ITA,CO2,2003,466621.556
ITA,HFC,2003,6106.396
ITA,N2O,2003,26841.919
ITA,PFC,2003,1712.926
ITA,SF,2003,564.92
ITA,CH4,2004,54565.462
ITA,CO2,2004,466208.72
ITA,HFC,2004,7562.329
ITA,N2O,2004,27672.507
ITA,PFC,2004,1770.456
ITA,SF,2004,600.347
ITA,CH4,2005,55037.805
ITA,CO2,2005,465893.302
ITA,HFC,2005,8718.323
ITA,N2O,2005,26608.176
ITA,PFC,2005,1759.441
ITA,SF,2005,565.131
ITA,CH4,2006,53425.689000000006
ITA,CO2,2006,459748.52
ITA,HFC,2006,9970.99
ITA,N2O,2006,22159.614
ITA,PFC,2006,1749.681
ITA,SF,2006,586.474
ITA,CH4,2007,55483.228
ITA,CO2,2007,474905.993
ITA,HFC,2007,10876.024
ITA,N2O,2007,21919.278
ITA,PFC,2007,1703.209
ITA,SF,2007,465.5
ITA,CH4,2008,53878.419
ITA,CO2,2008,445994.391
ITA,HFC,2008,12040.54
ITA,N2O,2008,20312.883
ITA,PFC,2008,1547.386
ITA,SF,2008,510.229
ITA,CH4,2009,53853.087
ITA,CO2,2009,388364.835
ITA,HFC,2009,13114.507
ITA,N2O,2009,19353.795
ITA,PFC,2009,1099.479
ITA,SF,2009,485.887
ITA,CH4,2010,53082.724
ITA,CO2,2010,394075.344
ITA,HFC,2010,14324.793
ITA,N2O,2010,18472.079
ITA,PFC,2010,1376.636
ITA,SF,2010,404.939
ITA,CH4,2011,52021.922
ITA,CO2,2011,389318.615
ITA,HFC,2011,15223.14
ITA,N2O,2011,17903.154
ITA,PFC,2011,1503.756
ITA,SF,2011,453.361
ITA,CH4,2012,53341.39
ITA,CO2,2012,377520.991
ITA,HFC,2012,15922.603
ITA,N2O,2012,18386.791
ITA,PFC,2012,1356.998
ITA,SF,2012,457.867
ITA,CH4,2013,50507.26
ITA,CO2,2013,328547.46400000004
ITA,HFC,2013,16692.345
ITA,N2O,2013,17468.158
ITA,PFC,2013,1543.534
ITA,SF,2013,433.496
ITA,CH4,2014,49575.376
ITA,CO2,2014,307584.4
ITA,HFC,2014,17252.85
ITA,N2O,2014,17230.422
ITA,PFC,2014,1419.944
ITA,SF,2014,369.019
ITA,CH4,2015,49611.485
ITA,CO2,2015,317384.546
ITA,HFC,2015,15629.739
ITA,N2O,2015,17079.040999999997
ITA,PFC,2015,1528.726
ITA,SF,2015,485.291
ITA,CH4,2016,49159.193
ITA,CO2,2016,314926.379
ITA,HFC,2016,16223.314
ITA,N2O,2016,17563.113999999998
ITA,PFC,2016,1460.205
ITA,SF,2016,410.694
ITA,CH4,2017,50476.38
ITA,CO2,2017,327933.682
ITA,HFC,2017,16513.647
ITA,N2O,2017,17452.437
ITA,PFC,2017,1191.05
ITA,SF,2017,428.287
ITA,CH4,2018,48143.534
ITA,CO2,2018,304086.084
ITA,HFC,2018,16927.949
ITA,N2O,2018,17291.911
ITA,PFC,2018,1501.849
ITA,SF,2018,464.057
ITA,CH4,2019,46965.159
ITA,CO2,2019,297929.323
ITA,HFC,2019,17019.379
ITA,N2O,2019,17124.472
ITA,PFC,2019,915.404
ITA,SF,2019,444.329
ITA,CH4,2020,47884.501
ITA,CO2,2020,269900.215
ITA,HFC,2020,16035.05
ITA,N2O,2020,17810.942
ITA,PFC,2020,498.66
ITA,SF,2020,257.183
ITA,CH4,2021,48065.264
ITA,CO2,2021,308306.13300000003
ITA,HFC,2021,15387.775
ITA,N2O,2021,17665.718
ITA,PFC,2021,395.322
ITA,SF,2021,257.501
JPN,CH4,1990,44646.436
JPN,CO2,1990,1092853.493
JPN,HFC,1990,15940.023
JPN,N2O,1990,33183.735
JPN,PFC,1990,6555.48
JPN,SF,1990,12850.07
JPN,CH4,1991,43980.554
JPN,CO2,1991,1095781.738
JPN,HFC,1991,17356.794
JPN,N2O,1991,32838.735
JPN,PFC,1991,7521.987
JPN,SF,1991,14206.042
JPN,CH4,1992,43907.854
JPN,CO2,1992,1101895.209
JPN,HFC,1992,17773.139
JPN,N2O,1992,32969.116
JPN,PFC,1992,7629.701
JPN,SF,1992,15635.825
JPN,CH4,1993,43028.345
JPN,CO2,1993,1091644.986
JPN,HFC,1993,18134.594
JPN,N2O,1993,32847.841
JPN,PFC,1993,10954.489
JPN,SF,1993,15701.971
JPN,CH4,1994,43051.813
JPN,CO2,1994,1146884.293
JPN,HFC,1994,21057.227
JPN,N2O,1994,34035.868
JPN,PFC,1994,13455.176
JPN,SF,1994,15019.956
JPN,CH4,1995,41850.874
JPN,CO2,1995,1159554.437
JPN,HFC,1995,25219.349
JPN,N2O,1995,34293.929
JPN,PFC,1995,17690.562
JPN,SF,1995,16447.525
JPN,CH4,1996,40607.38
JPN,CO2,1996,1168341.6
JPN,HFC,1996,24604.216
JPN,N2O,1996,35382.006
JPN,PFC,1996,18335.041
JPN,SF,1996,17022.188
JPN,CH4,1997,40137.455
JPN,CO2,1997,1160034.755
JPN,HFC,1997,24444.49
JPN,N2O,1997,36174.109
JPN,PFC,1997,20058.342
JPN,SF,1997,14510.54
JPN,CH4,1998,38415.281
JPN,CO2,1998,1119758.435
JPN,HFC,1998,23749.43
JPN,N2O,1998,34586.82
JPN,PFC,1998,16632.23
JPN,SF,1998,13224.101
JPN,CH4,1999,38023.3
JPN,CO2,1999,1157184.032
JPN,HFC,1999,24375.036
JPN,N2O,1999,28448.456
JPN,PFC,1999,13162.144
JPN,SF,1999,9176.617
JPN,CH4,2000,37373.937000000005
JPN,CO2,2000,1178807.971
JPN,HFC,2000,22858.357
JPN,N2O,2000,30954.063
JPN,PFC,2000,11906.435
JPN,SF,2000,7031.359
JPN,CH4,2001,36207.901000000005
JPN,CO2,2001,1163578.066
JPN,HFC,2001,19465.972
JPN,N2O,2001,27309.2
JPN,PFC,2001,9905.395
JPN,SF,2001,6066.017
JPN,CH4,2002,35389.691
JPN,CO2,2002,1191437.98
JPN,HFC,2002,16236.405
JPN,N2O,2002,26711.687
JPN,PFC,2002,9225.121
JPN,SF,2002,5735.481
JPN,CH4,2003,34462.645
JPN,CO2,2003,1188448.838
JPN,HFC,2003,16228.081
JPN,N2O,2003,26571.736
JPN,PFC,2003,8879.613
JPN,SF,2003,5406.311
JPN,CH4,2004,34158.647
JPN,CO2,2004,1187269.213
JPN,HFC,2004,12418.368
JPN,N2O,2004,26375.162
JPN,PFC,2004,9242.086
JPN,SF,2004,5258.702
JPN,CH4,2005,34140.059
JPN,CO2,2005,1200536.245
JPN,HFC,2005,12778.81
JPN,N2O,2005,26019.973
JPN,PFC,2005,8648.444
JPN,SF,2005,5027.351
JPN,CH4,2006,33559.452000000005
JPN,CO2,2006,1182418.053
JPN,HFC,2006,14626.242
JPN,N2O,2006,25881.662
JPN,PFC,2006,9023.904
JPN,SF,2006,5202.388
JPN,CH4,2007,32931.331
JPN,CO2,2007,1222224.422
JPN,HFC,2007,16709.813
JPN,N2O,2007,25296.8
JPN,PFC,2007,7942.035
JPN,SF,2007,4708.042
JPN,CH4,2008,32156.087
JPN,CO2,2008,1161190.03
JPN,HFC,2008,19265.319
JPN,N2O,2008,24384.523
JPN,PFC,2008,5767.691
JPN,SF,2008,4150.9
JPN,CH4,2009,31603.766
JPN,CO2,2009,1095378.544
JPN,HFC,2009,20927.106
JPN,N2O,2009,23788.226
JPN,PFC,2009,4064.626
JPN,SF,2009,2419.751
JPN,CH4,2010,31150.634
JPN,CO2,2010,1143221.497
JPN,HFC,2010,23331.816
JPN,N2O,2010,23283.302
JPN,PFC,2010,4267.676
JPN,SF,2010,2398.136
JPN,CH4,2011,29935.416
JPN,CO2,2011,1194907.0680000002
JPN,HFC,2011,26124.54
JPN,N2O,2011,22858.783
JPN,PFC,2011,3772.756
JPN,SF,2011,2222.143
JPN,CH4,2012,29274.55
JPN,CO2,2012,1233418.522
JPN,HFC,2012,29381.772
JPN,N2O,2012,22452.084
JPN,PFC,2012,3452.332
JPN,SF,2012,2207.273
JPN,CH4,2013,29217.065
JPN,CO2,2013,1249990.26
JPN,HFC,2013,32129.237
JPN,N2O,2013,22375.569
JPN,PFC,2013,3292.049
JPN,SF,2013,2075.251
JPN,CH4,2014,28736.992
JPN,CO2,2014,1201787.143
JPN,HFC,2014,35805.26
JPN,N2O,2014,21916.647
JPN,PFC,2014,3368.785
JPN,SF,2014,2038.859
JPN,CH4,2015,28348.138
JPN,CO2,2015,1166520.479
JPN,HFC,2015,39283.25
JPN,N2O,2015,21591.615
JPN,PFC,2015,3314.133
JPN,SF,2015,2075.105
JPN,CH4,2016,28302.911
JPN,CO2,2016,1149673.631
JPN,HFC,2016,42645.361
JPN,N2O,2016,21064.724
JPN,PFC,2016,3381.608
JPN,SF,2016,2158.265
JPN,CH4,2017,28134.473
JPN,CO2,2017,1130047.293
JPN,HFC,2017,44956.353
JPN,N2O,2017,21308.214
JPN,PFC,2017,3521.309
JPN,SF,2017,2070.754
JPN,CH4,2018,27730.03
JPN,CO2,2018,1085378.313
JPN,HFC,2018,47087.142
JPN,N2O,2018,20842.353
JPN,PFC,2018,3500.969
JPN,SF,2018,2054.945
JPN,CH4,2019,27556.148
JPN,CO2,2019,1053358.919
JPN,HFC,2019,49968.008
JPN,N2O,2019,20419.779
JPN,PFC,2019,3443.986
JPN,SF,2019,2001.029
JPN,CH4,2020,27449.555
JPN,CO2,2020,987725.139
JPN,HFC,2020,52210.281
JPN,N2O,2020,20087.471
JPN,PFC,2020,3500.843
JPN,SF,2020,2028.315
JPN,CH4,2021,27437.823
JPN,CO2,2021,1009951.402
JPN,HFC,2021,53561.038
JPN,N2O,2021,19866.509
JPN,PFC,2021,3155.541
JPN,SF,2021,2047.45
KAZ,CH4,1990,100864.448
KAZ,CO2,1990,261307.754
KAZ,N2O,1990,18014.381
KAZ,CH4,1991,92355.818
KAZ,CO2,1991,254451.82
KAZ,N2O,1991,21492.614
KAZ,CH4,1992,89388.497
KAZ,CO2,1992,229622.542
KAZ,N2O,1992,26513.674000000003
KAZ,CH4,1993,81606.793
KAZ,CO2,1993,201875.935
KAZ,HFC,1993,0.374
KAZ,N2O,1993,29153.43
KAZ,CH4,1994,68277.596
KAZ,CO2,1994,178274.028
KAZ,HFC,1994,1.249
KAZ,N2O,1994,31206.706
KAZ,CH4,1995,59146.702
KAZ,CO2,1995,184710.859
KAZ,HFC,1995,4.452
KAZ,N2O,1995,34531.833
KAZ,CH4,1996,57070.934
KAZ,CO2,1996,176798.538
KAZ,HFC,1996,5.689
KAZ,N2O,1996,37453.54
KAZ,CH4,1997,58208.415
KAZ,CO2,1997,187262.664
KAZ,HFC,1997,9.312
KAZ,N2O,1997,41783.01
KAZ,CH4,1998,63988.155
KAZ,CO2,1998,185334.504
KAZ,HFC,1998,99.471
KAZ,N2O,1998,45836.93
KAZ,CH4,1999,55353.172
KAZ,CO2,1999,159110.437
KAZ,HFC,1999,130.636
KAZ,N2O,1999,50676.421
KAZ,CH4,2000,56870.969
KAZ,CO2,2000,185480.228
KAZ,HFC,2000,273.008
KAZ,N2O,2000,60520.699
KAZ,CH4,2001,55193.198
KAZ,CO2,2001,195051.359
KAZ,HFC,2001,295.707
KAZ,N2O,2001,53854.033
KAZ,CH4,2002,59570.326
KAZ,CO2,2002,216502.325
KAZ,HFC,2002,337.735
KAZ,N2O,2002,47208.543000000005
KAZ,CH4,2003,61954.706
KAZ,CO2,2003,243524.879
KAZ,HFC,2003,462.588
KAZ,N2O,2003,40794.222
KAZ,CH4,2004,62822.693
KAZ,CO2,2004,259127.846
KAZ,HFC,2004,587.999
KAZ,N2O,2004,33516.213
KAZ,SF,2004,0.007
KAZ,CH4,2005,60302.609
KAZ,CO2,2005,282893.447
KAZ,HFC,2005,643.64
KAZ,N2O,2005,26783.655
KAZ,SF,2005,1.654
KAZ,CH4,2006,60359.552
KAZ,CO2,2006,316377.002
KAZ,HFC,2006,889.531
KAZ,N2O,2006,20384.143
KAZ,SF,2006,1.687
KAZ,CH4,2007,56396.31
KAZ,CO2,2007,311143.773
KAZ,HFC,2007,946.838
KAZ,N2O,2007,20124.897
KAZ,PFC,2007,29.79
KAZ,SF,2007,1.695
KAZ,CH4,2008,53417.201
KAZ,CO2,2008,304433.05
KAZ,HFC,2008,1019.574
KAZ,N2O,2008,19115.647
KAZ,PFC,2008,448.506
KAZ,SF,2008,1.715
KAZ,CH4,2009,50344.031
KAZ,CO2,2009,295007.22
KAZ,HFC,2009,1068.898
KAZ,N2O,2009,18622.692
KAZ,PFC,2009,348.183
KAZ,SF,2009,1.735
KAZ,CH4,2010,47651.39
KAZ,CO2,2010,314270.154
KAZ,HFC,2010,1072.994
KAZ,N2O,2010,17796.088
KAZ,PFC,2010,622.504
KAZ,SF,2010,1.735
KAZ,CH4,2011,48200.814
KAZ,CO2,2011,288068.697
KAZ,HFC,2011,1144.649
KAZ,N2O,2011,17295.322
KAZ,PFC,2011,529.87
KAZ,SF,2011,1.749
KAZ,CH4,2012,47301.623
KAZ,CO2,2012,280818.984
KAZ,HFC,2012,1259.573
KAZ,N2O,2012,16277.161
KAZ,PFC,2012,530.26
KAZ,SF,2012,1.827
KAZ,CH4,2013,48564.005
KAZ,CO2,2013,274291.795
KAZ,HFC,2013,1328.22
KAZ,N2O,2013,15579.396
KAZ,PFC,2013,236.452
KAZ,SF,2013,1.925
KAZ,CH4,2014,49897.225
KAZ,CO2,2014,293547.37
KAZ,HFC,2014,1619.869
KAZ,N2O,2014,16385.076
KAZ,PFC,2014,199.764
KAZ,SF,2014,2.009
KAZ,CH4,2015,49524.343
KAZ,CO2,2015,299371.441
KAZ,HFC,2015,1698.536
KAZ,N2O,2015,16904.333
KAZ,PFC,2015,196.661
KAZ,SF,2015,2.013
KAZ,CH4,2016,49750.658
KAZ,CO2,2016,296722.767
KAZ,HFC,2016,1740.315
KAZ,N2O,2016,17408.246000000003
KAZ,PFC,2016,209.065
KAZ,SF,2016,2.062
KAZ,CH4,2017,53119.182
KAZ,CO2,2017,318247.563
KAZ,HFC,2017,1968.387
KAZ,N2O,2017,18442.289
KAZ,PFC,2017,84.059
KAZ,SF,2017,2.097
KAZ,CH4,2018,55609.861
KAZ,CO2,2018,327738.045
KAZ,HFC,2018,2119.499
KAZ,N2O,2018,18907.433
KAZ,PFC,2018,127.779
KAZ,SF,2018,2.152
KAZ,CH4,2019,56076.978
KAZ,CO2,2019,289542.069
KAZ,HFC,2019,2258.361
KAZ,N2O,2019,19165.1
KAZ,PFC,2019,12.67
KAZ,SF,2019,2.319
KAZ,CH4,2020,56019.579
KAZ,CO2,2020,263474.26
KAZ,HFC,2020,2529.751
KAZ,N2O,2020,20061.471
KAZ,PFC,2020,10.754
KAZ,SF,2020,2.305
KAZ,CH4,2021,59977.703
KAZ,CO2,2021,257747.304
KAZ,HFC,2021,2706.491
KAZ,N2O,2021,20394.203
KAZ,PFC,2021,9.646
KAZ,SF,2021,2.371
KOR,CH4,1990,30451.83
KOR,CO2,1990,213652.96
KOR,HFC,1990,982.8
KOR,N2O,1990,8908.93
KOR,PFC,1990,0.0
KOR,SF,1990,173.4
KOR,CH4,1991,30392.11
KOR,CO2,1991,240533.44
KOR,HFC,1991,798.88
KOR,N2O,1991,9340.35
KOR,PFC,1991,0.0
KOR,SF,1991,332.61
KOR,CH4,1992,29858.12
KOR,CO2,1992,266273.28
KOR,HFC,1992,1877.22
KOR,N2O,1992,11873.42
KOR,PFC,1992,0.28
KOR,SF,1992,345.41
KOR,CH4,1993,29317.54
KOR,CO2,1993,302856.56
KOR,HFC,1993,2117.21
KOR,N2O,1993,12325.83
KOR,PFC,1993,1.62
KOR,SF,1993,387.31
KOR,CH4,1994,29382.09
KOR,CO2,1994,322805.26
KOR,HFC,1994,3837.9
KOR,N2O,1994,13079.14
KOR,PFC,1994,0.0
KOR,SF,1994,543.54
KOR,CH4,1995,29057.81
KOR,CO2,1995,351852.9
KOR,HFC,1995,5084.87
KOR,N2O,1995,14073.73
KOR,PFC,1995,63.21
KOR,SF,1995,1506.09
KOR,CH4,1996,29351.74
KOR,CO2,1996,382521.74
KOR,HFC,1996,5779.02
KOR,N2O,1996,15052.41
KOR,PFC,1996,587.4
KOR,SF,1996,1152.21
KOR,CH4,1997,29610.26
KOR,CO2,1997,405316.08
KOR,HFC,1997,7160.07
KOR,N2O,1997,16013.39
KOR,PFC,1997,1682.59
KOR,SF,1997,1527.31
KOR,CH4,1998,28416.390000000003
KOR,CO2,1998,330154.06
KOR,HFC,1998,4911.1
KOR,N2O,1998,16386.52
KOR,PFC,1998,1649.15
KOR,SF,1998,999.16
KOR,CH4,1999,28128.19
KOR,CO2,1999,354117.32
KOR,HFC,1999,8061.49
KOR,N2O,1999,16917.66
KOR,PFC,1999,1890.01
KOR,SF,1999,3231.98
KOR,CH4,2000,28141.84
KOR,CO2,2000,383301.69
KOR,HFC,2000,8443.31
KOR,N2O,2000,17686.62
KOR,PFC,2000,2249.73
KOR,SF,2000,2823.46
KOR,CH4,2001,28509.54
KOR,CO2,2001,399559.06
KOR,HFC,2001,5851.64
KOR,N2O,2001,17844.92
KOR,PFC,2001,1989.49
KOR,SF,2001,2726.55
KOR,CH4,2002,28709.27
KOR,CO2,2002,421207.11
KOR,HFC,2002,8652.61
KOR,N2O,2002,17651.88
KOR,PFC,2002,1973.16
KOR,SF,2002,2919.23
KOR,CH4,2003,28706.6
KOR,CO2,2003,430175.97
KOR,HFC,2003,6442.92
KOR,N2O,2003,21043.62
KOR,PFC,2003,2266.9
KOR,SF,2003,3313.85
KOR,CH4,2004,27769.69
KOR,CO2,2004,434199.9
KOR,HFC,2004,6590.97
KOR,N2O,2004,23528.81
KOR,PFC,2004,2774.07
KOR,SF,2004,3929.68
KOR,CH4,2005,27763.48
KOR,CO2,2005,441645.76
KOR,HFC,2005,6651.18
KOR,N2O,2005,22083.29
KOR,PFC,2005,2796.76
KOR,SF,2005,4272.08
KOR,CH4,2006,27626.300000000003
KOR,CO2,2006,446315.04
KOR,HFC,2006,6097.96
KOR,N2O,2006,21342.97
KOR,PFC,2006,2925.12
KOR,SF,2006,5313.82
KOR,CH4,2007,27466.74
KOR,CO2,2007,465926.65
KOR,HFC,2007,7362.99
KOR,N2O,2007,12200.33
KOR,PFC,2007,2978.31
KOR,SF,2007,6420.3
KOR,CH4,2008,27420.38
KOR,CO2,2008,478809.31
KOR,HFC,2008,6881.07
KOR,N2O,2008,11659.33
KOR,PFC,2008,2792.8
KOR,SF,2008,7450.01
KOR,CH4,2009,27440.09
KOR,CO2,2009,483384.06000000006
KOR,HFC,2009,5846.15
KOR,N2O,2009,12031.72
KOR,PFC,2009,2047.14
KOR,SF,2009,8453.37
KOR,CH4,2010,28043.03
KOR,CO2,2010,538990.63
KOR,HFC,2010,8087.59
KOR,N2O,2010,12565.78
KOR,PFC,2010,2264.59
KOR,SF,2010,10089.79
KOR,CH4,2011,28134.54
KOR,CO2,2011,570432.3999999999
KOR,HFC,2011,7907.0
KOR,N2O,2011,12355.81
KOR,PFC,2011,2071.79
KOR,SF,2011,8623.67
KOR,CH4,2012,27988.54
KOR,CO2,2012,578249.0700000001
KOR,HFC,2012,8694.42
KOR,N2O,2012,12867.29
KOR,PFC,2012,2267.88
KOR,SF,2012,8723.81
